country,technology,year,spending_usd_ppp_millions
Belgium,Hydro,1996,0.296
Belgium,Hydro,1997,0.557
Belgium,Hydro,1998,0.149
Belgium,Hydro,1999,0.948
Belgium,Hydro,2007,4.226
Belgium,Hydro,2010,0.0
Belgium,Hydro,2011,0.144
Belgium,Hydro,2012,0.135
Belgium,Hydro,2013,0.275
Belgium,Hydro,2014,0.092
Belgium,Hydro,2015,0.181
Belgium,Hydro,2016,0.26
Belgium,Hydro,2018,0.403
Belgium,Hydro,2019,1.541
Belgium,Hydro,2020,0.0
Belgium,Hydro,2021,0.0
Belgium,Hydro,2023,0.0
Belgium,Hydro,2024,0.0
Belgium,Hydrogen & fuel cells,2007,1.221
Belgium,Hydrogen & fuel cells,2010,0.0
Belgium,Hydrogen & fuel cells,2011,2.736
Belgium,Hydrogen & fuel cells,2012,0.406
Belgium,Hydrogen & fuel cells,2013,0.0
Belgium,Hydrogen & fuel cells,2014,5.812
Belgium,Hydrogen & fuel cells,2015,2.208
Belgium,Hydrogen & fuel cells,2016,2.233
Belgium,Hydrogen & fuel cells,2017,3.351
Belgium,Hydrogen & fuel cells,2018,3.446
Belgium,Hydrogen & fuel cells,2019,12.079
Belgium,Hydrogen & fuel cells,2020,8.023
Belgium,Hydrogen & fuel cells,2021,14.241
Belgium,Hydrogen & fuel cells,2022,39.087
Belgium,Hydrogen & fuel cells,2023,188.738
Belgium,Hydrogen & fuel cells,2024,165.046
Belgium,Nuclear,1974,279.054
Belgium,Nuclear,1975,350.764
Belgium,Nuclear,1976,327.075
Belgium,Nuclear,1977,343.245
Belgium,Nuclear,1978,267.878
Belgium,Nuclear,1979,255.992
Belgium,Nuclear,1980,315.172
Belgium,Nuclear,1981,226.821
Belgium,Nuclear,1982,227.172
Belgium,Nuclear,1983,176.774
Belgium,Nuclear,1984,204.672
Belgium,Nuclear,1985,200.549
Belgium,Nuclear,1986,188.519
Belgium,Nuclear,1987,190.16
Belgium,Nuclear,1988,164.506
Belgium,Nuclear,1989,117.653
Belgium,Nuclear,1994,61.625
Belgium,Nuclear,1995,60.474
Belgium,Nuclear,1996,88.847
Belgium,Nuclear,1997,91.564
Belgium,Nuclear,1998,119.803
Belgium,Nuclear,1999,96.954
Belgium,Nuclear,2007,90.693
Belgium,Nuclear,2010,109.747
Belgium,Nuclear,2011,133.5
Belgium,Nuclear,2012,152.478
Belgium,Nuclear,2013,191.267
Belgium,Nuclear,2014,122.73
Belgium,Nuclear,2015,138.351
Belgium,Nuclear,2016,157.783
Belgium,Nuclear,2017,127.142
Belgium,Nuclear,2018,132.548
Belgium,Nuclear,2019,160.671
Belgium,Nuclear,2020,185.225
Belgium,Nuclear,2021,165.878
Belgium,Nuclear,2022,168.504
Belgium,Nuclear,2023,155.536
Belgium,Nuclear,2024,239.865
Belgium,Ocean,1974,0.0
Belgium,Ocean,1975,0.0
Belgium,Ocean,1976,0.0
Belgium,Ocean,1977,0.0
Belgium,Ocean,1978,0.0
Belgium,Ocean,1979,0.0
Belgium,Ocean,1980,0.0
Belgium,Ocean,1981,0.0
Belgium,Ocean,1982,0.0
Belgium,Ocean,1984,0.0
Belgium,Ocean,1985,0.0
Belgium,Ocean,1987,0.0
Belgium,Ocean,1988,0.0
Belgium,Ocean,1989,0.0
Belgium,Ocean,1993,0.0
Belgium,Ocean,1994,0.005
Belgium,Ocean,1995,0.0
Belgium,Ocean,1996,0.0
Belgium,Ocean,1997,0.0
Belgium,Ocean,1998,0.0
Belgium,Ocean,1999,0.0
Belgium,Ocean,2007,0.0
Belgium,Ocean,2010,0.0
Belgium,Ocean,2011,0.067
Belgium,Ocean,2012,0.066
Belgium,Ocean,2013,0.369
Belgium,Ocean,2014,5.677
Belgium,Ocean,2015,1.012
Belgium,Ocean,2016,0.5
Belgium,Ocean,2019,0.434
Belgium,Ocean,2020,0.358
Belgium,Ocean,2021,0.0
Belgium,Ocean,2023,0.0
Belgium,Ocean,2024,0.0
Belgium,Solar,1974,0.569
Belgium,Solar,1975,2.944
Belgium,Solar,1976,2.602
Belgium,Solar,1977,4.897
Belgium,Solar,1978,5.06
Belgium,Solar,1979,10.657
Belgium,Solar,1980,21.533
Belgium,Solar,1981,24.21
Belgium,Solar,1982,13.886
Belgium,Solar,1983,14.749
Belgium,Solar,1984,18.666
Belgium,Solar,1985,19.277
Belgium,Solar,1986,10.081
Belgium,Solar,1987,4.668
Belgium,Solar,1988,4.427
Belgium,Solar,1989,0.964
Belgium,Solar,1991,0.37
Belgium,Solar,1992,0.874
Belgium,Solar,1993,2.275
Belgium,Solar,1994,0.937
Belgium,Solar,1995,3.7
Belgium,Solar,1996,3.372
Belgium,Solar,1997,3.057
Belgium,Solar,1998,1.071
Belgium,Solar,1999,1.193
Belgium,Solar,2007,17.672
Belgium,Solar,2010,0.0
Belgium,Solar,2011,14.039
Belgium,Solar,2012,16.363
Belgium,Solar,2013,13.43
Belgium,Solar,2014,13.736
Belgium,Solar,2015,11.876
Belgium,Solar,2016,8.644
Belgium,Solar,2017,3.658
Belgium,Solar,2018,5.421
Belgium,Solar,2019,18.046
Belgium,Solar,2020,15.742
Belgium,Solar,2021,0.574
Belgium,Solar,2022,7.066
Belgium,Solar,2023,11.315
Belgium,Solar,2024,10.478
Belgium,Wind,1974,0.0
Belgium,Wind,1975,0.0
Belgium,Wind,1976,0.0
Belgium,Wind,1977,0.0
Belgium,Wind,1978,0.739
Belgium,Wind,1979,0.0
Belgium,Wind,1980,0.569
Belgium,Wind,1981,2.904
Belgium,Wind,1982,1.166
Belgium,Wind,1983,4.239
Belgium,Wind,1984,2.887
Belgium,Wind,1985,6.851
Belgium,Wind,1986,2.578
Belgium,Wind,1987,5.808
Belgium,Wind,1988,0.467
Belgium,Wind,1989,0.0
Belgium,Wind,1992,0.202
Belgium,Wind,1993,0.132
Belgium,Wind,1994,0.134
Belgium,Wind,1995,0.332
Belgium,Wind,1996,1.262
Belgium,Wind,1997,2.114
Belgium,Wind,1998,0.595
Belgium,Wind,1999,0.119
Belgium,Wind,2007,0.108
Belgium,Wind,2010,0.0
Belgium,Wind,2011,11.175
Belgium,Wind,2012,5.326
Belgium,Wind,2013,4.498
Belgium,Wind,2014,7.433
Belgium,Wind,2015,7.877
Belgium,Wind,2016,4.851
Belgium,Wind,2017,10.754
Belgium,Wind,2018,3.421
Belgium,Wind,2019,13.556
Belgium,Wind,2020,9.416
Belgium,Wind,2021,11.113
Belgium,Wind,2022,30.98
Belgium,Wind,2023,20.741
Belgium,Wind,2024,17.214
Brazil,Biofuels,2018,136.771
Brazil,Biofuels,2019,143.408
Brazil,Biofuels,2020,118.608
Brazil,Biofuels,2021,99.716
Brazil,Biofuels,2022,103.178
Brazil,Biofuels,2023,110.396
Brazil,CO2 capture & storage,2018,1.525
Brazil,CO2 capture & storage,2019,2.152
Brazil,CO2 capture & storage,2020,6.435
Brazil,CO2 capture & storage,2021,3.001
Brazil,CO2 capture & storage,2022,5.523
Brazil,CO2 capture & storage,2023,43.111
Brazil,Geothermal,2022,0.389
Brazil,Geothermal,2023,0.37
Brazil,Hydro,2018,23.049
Brazil,Hydro,2019,58.072
Brazil,Hydro,2020,28.812
Brazil,Hydro,2021,25.399
Brazil,Hydro,2022,26.684
Brazil,Hydro,2023,27.024
Brazil,Hydrogen & fuel cells,2013,5.369
Brazil,Hydrogen & fuel cells,2014,4.303
Brazil,Hydrogen & fuel cells,2015,4.943
Brazil,Hydrogen & fuel cells,2016,4.535
Brazil,Hydrogen & fuel cells,2017,1.484
Brazil,Hydrogen & fuel cells,2018,4.26
Brazil,Hydrogen & fuel cells,2019,11.794
Brazil,Hydrogen & fuel cells,2020,12.833
Brazil,Hydrogen & fuel cells,2021,16.287
Brazil,Hydrogen & fuel cells,2022,43.252
Brazil,Hydrogen & fuel cells,2023,86.59
Brazil,Nuclear,2013,35.803
Brazil,Nuclear,2014,28.249
Brazil,Nuclear,2015,17.683
Brazil,Nuclear,2016,18.101
Brazil,Nuclear,2017,38.706
Brazil,Nuclear,2018,21.749
Brazil,Nuclear,2019,21.794
Brazil,Nuclear,2020,48.659
Brazil,Nuclear,2021,31.28
Brazil,Nuclear,2022,43.663
Brazil,Nuclear,2023,99.853
Brazil,Ocean,2018,2.287
Brazil,Ocean,2019,1.031
Brazil,Ocean,2020,3.619
Brazil,Ocean,2021,2.516
Brazil,Ocean,2022,1.11
Brazil,Ocean,2023,1.16
Brazil,Solar,2018,74.574
Brazil,Solar,2019,60.135
Brazil,Solar,2020,43.577
Brazil,Solar,2021,25.55
Brazil,Solar,2022,33.706
Brazil,Solar,2023,40.876
Brazil,Wind,2018,15.381
Brazil,Wind,2019,11.031
Brazil,Wind,2020,17.932
Brazil,Wind,2021,14.065
Brazil,Wind,2022,13.452
Brazil,Wind,2023,43.191
Canada,Biofuels,1974,1.002
Canada,Biofuels,1975,0.451
Canada,Biofuels,1976,2.075
Canada,Biofuels,1977,8.944
Canada,Biofuels,1978,28.028
Canada,Biofuels,1979,35.383
Canada,Biofuels,1980,31.545
Canada,Biofuels,1981,54.496
Canada,Biofuels,1982,60.091
Canada,Biofuels,1983,65.845
Canada,Biofuels,1984,47.984
Canada,Biofuels,1985,28.745
Canada,Biofuels,1986,22.512
Canada,Biofuels,1987,20.459
Canada,Biofuels,1988,18.005
Canada,Biofuels,1989,17.2
Canada,Biofuels,1990,12.12
Canada,Biofuels,1991,11.585
Canada,Biofuels,1992,10.725
Canada,Biofuels,1993,10.418
Canada,Biofuels,1994,12.962
Canada,Biofuels,1995,12.675
Canada,Biofuels,1996,12.858
Canada,Biofuels,1997,8.531
Canada,Biofuels,1998,9.459
Canada,Biofuels,1999,9.385
Canada,Biofuels,2000,15.888
Canada,Biofuels,2001,13.722
Canada,Biofuels,2002,20.266
Canada,Biofuels,2003,29.304
Canada,Biofuels,2004,19.485
Canada,Biofuels,2005,30.325
Canada,Biofuels,2006,66.448
Canada,Biofuels,2007,55.462
Canada,Biofuels,2008,64.14
Canada,Biofuels,2009,72.836
Canada,Biofuels,2010,73.605
Canada,Biofuels,2011,85.223
Canada,Biofuels,2012,154.536
Canada,Biofuels,2013,53.233
Canada,Biofuels,2014,38.774
Canada,Biofuels,2015,92.535
Canada,Biofuels,2016,88.053
Canada,Biofuels,2017,55.455
Canada,Biofuels,2018,47.249
Canada,Biofuels,2019,53.365
Canada,Biofuels,2020,65.613
Canada,Biofuels,2021,65.429
Canada,Biofuels,2022,72.01
Canada,Biofuels,2023,65.888
Canada,Biofuels,2024,49.595
Canada,CO2 capture & storage,1974,0.0
Canada,CO2 capture & storage,1975,0.0
Canada,CO2 capture & storage,1976,0.0
Canada,CO2 capture & storage,1977,0.0
Canada,CO2 capture & storage,1978,0.0
Canada,CO2 capture & storage,1979,0.0
Canada,CO2 capture & storage,1980,0.0
Canada,CO2 capture & storage,1981,0.0
Canada,CO2 capture & storage,1982,0.0
Canada,CO2 capture & storage,1983,0.0
Canada,CO2 capture & storage,1984,0.0
Canada,CO2 capture & storage,1985,0.0
Canada,CO2 capture & storage,1986,0.0
Canada,CO2 capture & storage,1987,0.0
Canada,CO2 capture & storage,1988,0.0
Canada,CO2 capture & storage,1989,0.0
Canada,CO2 capture & storage,1990,0.0
Canada,CO2 capture & storage,1991,0.0
Canada,CO2 capture & storage,1992,0.0
Canada,CO2 capture & storage,1993,0.0
Canada,CO2 capture & storage,1994,0.0
Canada,CO2 capture & storage,1995,0.0
Canada,CO2 capture & storage,1996,0.0
Canada,CO2 capture & storage,1997,0.0
Canada,CO2 capture & storage,1998,0.0
Canada,CO2 capture & storage,1999,0.0
Canada,CO2 capture & storage,2000,0.0
Canada,CO2 capture & storage,2001,0.0
Canada,CO2 capture & storage,2002,0.0
Canada,CO2 capture & storage,2003,0.0
Canada,CO2 capture & storage,2004,24.084
Canada,CO2 capture & storage,2005,17.154
Canada,CO2 capture & storage,2006,18.424
Canada,CO2 capture & storage,2007,20.868
Canada,CO2 capture & storage,2008,26.415
Canada,CO2 capture & storage,2009,84.385
Canada,CO2 capture & storage,2010,211.411
Canada,CO2 capture & storage,2011,240.357
Canada,CO2 capture & storage,2012,397.503
Canada,CO2 capture & storage,2013,484.76
Canada,CO2 capture & storage,2014,193.619
Canada,CO2 capture & storage,2015,223.103
Canada,CO2 capture & storage,2016,57.325
Canada,CO2 capture & storage,2017,85.821
Canada,CO2 capture & storage,2018,202.87
Canada,CO2 capture & storage,2019,91.372
Canada,CO2 capture & storage,2020,38.678
Canada,CO2 capture & storage,2021,108.184
Canada,CO2 capture & storage,2022,42.805
Canada,CO2 capture & storage,2023,85.155
Canada,CO2 capture & storage,2024,92.659
Canada,Geothermal,1974,0.501
Canada,Geothermal,1975,0.451
Canada,Geothermal,1976,0.83
Canada,Geothermal,1977,1.555
Canada,Geothermal,1978,6.188
Canada,Geothermal,1979,8.267
Canada,Geothermal,1980,3.305
Canada,Geothermal,1981,6.539
Canada,Geothermal,1982,3.255
Canada,Geothermal,1983,3.431
Canada,Geothermal,1984,3.427
Canada,Geothermal,1985,1.106
Canada,Geothermal,1986,0.429
Canada,Geothermal,1987,0.409
Canada,Geothermal,1988,0.391
Canada,Geothermal,1989,0.374
Canada,Geothermal,1990,0.362
Canada,Geothermal,1991,0.351
Canada,Geothermal,1992,0.0
Canada,Geothermal,1993,0.171
Canada,Geothermal,1994,0.168
Canada,Geothermal,1995,0.165
Canada,Geothermal,1996,0.0
Canada,Geothermal,1997,0.0
Canada,Geothermal,1998,0.164
Canada,Geothermal,1999,0.175
Canada,Geothermal,2000,0.443
Canada,Geothermal,2001,0.513
Canada,Geothermal,2002,1.093
Canada,Geothermal,2003,1.987
Canada,Geothermal,2004,1.875
Canada,Geothermal,2005,1.048
Canada,Geothermal,2006,0.663
Canada,Geothermal,2007,0.61
Canada,Geothermal,2008,2.076
Canada,Geothermal,2009,3.251
Canada,Geothermal,2010,2.257
Canada,Geothermal,2011,2.765
Canada,Geothermal,2012,1.998
Canada,Geothermal,2013,3.299
Canada,Geothermal,2014,3.126
Canada,Geothermal,2015,2.152
Canada,Geothermal,2016,1.089
Canada,Geothermal,2017,3.596
Canada,Geothermal,2018,5.425
Canada,Geothermal,2019,18.156
Canada,Geothermal,2020,9.316
Canada,Geothermal,2021,6.14
Canada,Geothermal,2022,6.649
Canada,Geothermal,2023,5.678
Canada,Geothermal,2024,4.524
Canada,Hydro,1974,0.0
Canada,Hydro,1975,0.0
Canada,Hydro,1976,0.0
Canada,Hydro,1977,0.0
Canada,Hydro,1978,0.0
Canada,Hydro,1979,0.0
Canada,Hydro,1980,0.0
Canada,Hydro,1981,0.0
Canada,Hydro,1982,0.0
Canada,Hydro,1983,0.0
Canada,Hydro,1984,0.0
Canada,Hydro,1985,0.0
Canada,Hydro,1986,0.0
Canada,Hydro,1987,0.0
Canada,Hydro,1988,0.0
Canada,Hydro,1989,0.0
Canada,Hydro,1990,0.0
Canada,Hydro,1991,0.0
Canada,Hydro,1992,2.595
Canada,Hydro,1993,1.708
Canada,Hydro,1994,1.835
Canada,Hydro,1995,1.712
Canada,Hydro,1996,2.768
Canada,Hydro,1997,3.233
Canada,Hydro,1998,2.727
Canada,Hydro,1999,3.194
Canada,Hydro,2000,12.893
Canada,Hydro,2001,10.031
Canada,Hydro,2002,9.523
Canada,Hydro,2003,5.822
Canada,Hydro,2004,4.275
Canada,Hydro,2005,3.331
Canada,Hydro,2006,4.377
Canada,Hydro,2007,4.271
Canada,Hydro,2008,2.48
Canada,Hydro,2009,38.235
Canada,Hydro,2010,40.897
Canada,Hydro,2011,43.404
Canada,Hydro,2012,28.379
Canada,Hydro,2013,35.356
Canada,Hydro,2014,30.513
Canada,Hydro,2015,20.761
Canada,Hydro,2016,10.492
Canada,Hydro,2017,18.474
Canada,Hydro,2018,23.284
Canada,Hydro,2019,20.802
Canada,Hydro,2020,20.624
Canada,Hydro,2021,21.307
Canada,Hydro,2022,18.948
Canada,Hydro,2023,16.484
Canada,Hydro,2024,20.32
Canada,Hydrogen & fuel cells,2004,52.591
Canada,Hydrogen & fuel cells,2005,56.184
Canada,Hydrogen & fuel cells,2006,72.263
Canada,Hydrogen & fuel cells,2007,49.6
Canada,Hydrogen & fuel cells,2008,87.369
Canada,Hydrogen & fuel cells,2009,67.456
Canada,Hydrogen & fuel cells,2010,63.915
Canada,Hydrogen & fuel cells,2011,56.872
Canada,Hydrogen & fuel cells,2012,29.859
Canada,Hydrogen & fuel cells,2013,19.533
Canada,Hydrogen & fuel cells,2014,14.937
Canada,Hydrogen & fuel cells,2015,14.103
Canada,Hydrogen & fuel cells,2016,23.583
Canada,Hydrogen & fuel cells,2017,23.499
Canada,Hydrogen & fuel cells,2018,24.3
Canada,Hydrogen & fuel cells,2019,19.541
Canada,Hydrogen & fuel cells,2020,50.88
Canada,Hydrogen & fuel cells,2021,50.495
Canada,Hydrogen & fuel cells,2022,124.527
Canada,Hydrogen & fuel cells,2023,148.243
Canada,Hydrogen & fuel cells,2024,211.747
Canada,Nuclear,1974,425.888
Canada,Nuclear,1975,401.319
Canada,Nuclear,1976,388.808
Canada,Nuclear,1977,358.92
Canada,Nuclear,1978,409.507
Canada,Nuclear,1979,371.359
Canada,Nuclear,1980,368.324
Canada,Nuclear,1981,342.505
Canada,Nuclear,1982,425.892
Canada,Nuclear,1983,432.498
Canada,Nuclear,1984,400.096
Canada,Nuclear,1985,436.26
Canada,Nuclear,1986,412.931
Canada,Nuclear,1987,361.928
Canada,Nuclear,1988,312.94
Canada,Nuclear,1989,291.841
Canada,Nuclear,1990,293.047
Canada,Nuclear,1991,272.77
Canada,Nuclear,1992,295.628
Canada,Nuclear,1993,281.278
Canada,Nuclear,1994,280.474
Canada,Nuclear,1995,274.315
Canada,Nuclear,1996,213.223
Canada,Nuclear,1997,191.524
Canada,Nuclear,1998,165.596
Canada,Nuclear,1999,122.543
Canada,Nuclear,2000,109.265
Canada,Nuclear,2001,91.58
Canada,Nuclear,2002,93.542
Canada,Nuclear,2003,78.786
Canada,Nuclear,2004,93.512
Canada,Nuclear,2005,290.451
Canada,Nuclear,2006,286.765
Canada,Nuclear,2007,305.244
Canada,Nuclear,2008,254.833
Canada,Nuclear,2009,400.254
Canada,Nuclear,2010,395.12
Canada,Nuclear,2011,149.671
Canada,Nuclear,2012,116.488
Canada,Nuclear,2013,107.67
Canada,Nuclear,2014,138.388
Canada,Nuclear,2015,189.698
Canada,Nuclear,2016,164.077
Canada,Nuclear,2017,144.61
Canada,Nuclear,2018,144.029
Canada,Nuclear,2019,130.111
Canada,Nuclear,2020,148.167
Canada,Nuclear,2021,206.4
Canada,Nuclear,2022,233.873
Canada,Nuclear,2023,222.098
Canada,Nuclear,2024,307.107
Canada,Ocean,1974,0.501
Canada,Ocean,1975,0.903
Canada,Ocean,1976,1.66
Canada,Ocean,1977,2.333
Canada,Ocean,1978,3.64
Canada,Ocean,1979,3.307
Canada,Ocean,1980,22.532
Canada,Ocean,1981,21.526
Canada,Ocean,1982,0.501
Canada,Ocean,1983,21.956
Canada,Ocean,1984,2.513
Canada,Ocean,1985,0.663
Canada,Ocean,1986,0.214
Canada,Ocean,1987,0.818
Canada,Ocean,1988,0.979
Canada,Ocean,1989,0.0
Canada,Ocean,1990,0.0
Canada,Ocean,1991,0.0
Canada,Ocean,1992,0.0
Canada,Ocean,1993,0.0
Canada,Ocean,1994,0.008
Canada,Ocean,1995,0.016
Canada,Ocean,1996,0.0
Canada,Ocean,1997,0.048
Canada,Ocean,1998,0.204
Canada,Ocean,1999,0.175
Canada,Ocean,2000,0.0
Canada,Ocean,2001,0.0
Canada,Ocean,2002,0.0
Canada,Ocean,2003,0.155
Canada,Ocean,2004,0.0
Canada,Ocean,2005,0.596
Canada,Ocean,2006,1.336
Canada,Ocean,2007,0.85
Canada,Ocean,2008,8.434
Canada,Ocean,2009,11.768
Canada,Ocean,2010,17.773
Canada,Ocean,2011,12.858
Canada,Ocean,2012,7.729
Canada,Ocean,2013,14.057
Canada,Ocean,2014,21.398
Canada,Ocean,2015,11.646
Canada,Ocean,2016,2.267
Canada,Ocean,2017,3.685
Canada,Ocean,2018,5.551
Canada,Ocean,2019,2.141
Canada,Ocean,2020,4.919
Canada,Ocean,2021,11.075
Canada,Ocean,2022,11.517
Canada,Ocean,2023,3.086
Canada,Ocean,2024,8.852
Canada,Solar,1974,0.0
Canada,Solar,1975,9.48
Canada,Solar,1976,6.639
Canada,Solar,1977,22.165
Canada,Solar,1978,44.409
Canada,Solar,1979,47.619
Canada,Solar,1980,45.965
Canada,Solar,1981,69.209
Canada,Solar,1982,66.6
Canada,Solar,1983,30.545
Canada,Solar,1984,45.242
Canada,Solar,1985,29.187
Canada,Solar,1986,10.934
Canada,Solar,1987,10.434
Canada,Solar,1988,9.785
Canada,Solar,1989,6.73
Canada,Solar,1990,7.598
Canada,Solar,1991,7.197
Canada,Solar,1992,7.611
Canada,Solar,1993,7.173
Canada,Solar,1994,8.29
Canada,Solar,1995,8.148
Canada,Solar,1996,5.438
Canada,Solar,1997,3.489
Canada,Solar,1998,5.206
Canada,Solar,1999,7.48
Canada,Solar,2000,7.604
Canada,Solar,2001,10.374
Canada,Solar,2002,8.506
Canada,Solar,2003,23.7
Canada,Solar,2004,14.179
Canada,Solar,2005,17.134
Canada,Solar,2006,17.299
Canada,Solar,2007,17.216
Canada,Solar,2008,19.909
Canada,Solar,2009,28.858
Canada,Solar,2010,26.209
Canada,Solar,2011,34.717
Canada,Solar,2012,24.356
Canada,Solar,2013,28.792
Canada,Solar,2014,24.937
Canada,Solar,2015,17.071
Canada,Solar,2016,19.94
Canada,Solar,2017,42.495
Canada,Solar,2018,32.372
Canada,Solar,2019,21.648
Canada,Solar,2020,24.356
Canada,Solar,2021,46.641
Canada,Solar,2022,37.724
Canada,Solar,2023,13.388
Canada,Solar,2024,17.765
Canada,Wind,1974,0.501
Canada,Wind,1975,1.354
Canada,Wind,1976,4.564
Canada,Wind,1977,5.055
Canada,Wind,1978,12.74
Canada,Wind,1979,11.574
Canada,Wind,1980,7.21
Canada,Wind,1981,19.618
Canada,Wind,1982,14.522
Canada,Wind,1983,22.642
Canada,Wind,1984,25.363
Canada,Wind,1985,13.709
Canada,Wind,1986,8.362
Canada,Wind,1987,4.092
Canada,Wind,1988,3.718
Canada,Wind,1989,2.991
Canada,Wind,1990,2.533
Canada,Wind,1991,2.457
Canada,Wind,1992,3.806
Canada,Wind,1993,2.733
Canada,Wind,1994,2.357
Canada,Wind,1995,2.321
Canada,Wind,1996,3.798
Canada,Wind,1997,3.921
Canada,Wind,1998,2.016
Canada,Wind,1999,3.503
Canada,Wind,2000,7.458
Canada,Wind,2001,4.296
Canada,Wind,2002,3.768
Canada,Wind,2003,5.2
Canada,Wind,2004,5.233
Canada,Wind,2005,10.077
Canada,Wind,2006,11.442
Canada,Wind,2007,10.395
Canada,Wind,2008,8.047
Canada,Wind,2009,10.143
Canada,Wind,2010,16.844
Canada,Wind,2011,27.616
Canada,Wind,2012,21.108
Canada,Wind,2013,6.689
Canada,Wind,2014,5.743
Canada,Wind,2015,7.416
Canada,Wind,2016,6.607
Canada,Wind,2017,5.817
Canada,Wind,2018,7.619
Canada,Wind,2019,8.336
Canada,Wind,2020,7.001
Canada,Wind,2021,9.338
Canada,Wind,2022,8.184
Canada,Wind,2023,8.779
Canada,Wind,2024,12.556
Chile,Biofuels,2014,4.161
Chile,Biofuels,2015,4.424
Chile,Biofuels,2016,0.0
Chile,Biofuels,2017,0.0
Chile,Biofuels,2018,0.0
Chile,Biofuels,2019,0.577
Chile,Biofuels,2020,0.0
Chile,Biofuels,2021,0.0
Chile,Biofuels,2022,0.0
Chile,Biofuels,2023,0.0
Chile,CO2 capture & storage,2014,0.0
Chile,CO2 capture & storage,2015,0.0
Chile,CO2 capture & storage,2016,0.0
Chile,CO2 capture & storage,2017,0.0
Chile,CO2 capture & storage,2018,0.0
Chile,CO2 capture & storage,2019,0.0
Chile,CO2 capture & storage,2020,0.0
Chile,CO2 capture & storage,2021,0.0
Chile,CO2 capture & storage,2022,0.0
Chile,Geothermal,2016,0.0
Chile,Geothermal,2017,0.0
Chile,Geothermal,2018,0.0
Chile,Geothermal,2019,0.028
Chile,Geothermal,2020,0.0
Chile,Geothermal,2021,0.0
Chile,Geothermal,2022,0.0
Chile,Geothermal,2023,0.0
Chile,Hydro,2016,0.0
Chile,Hydro,2017,0.0
Chile,Hydro,2018,0.0
Chile,Hydro,2019,0.091
Chile,Hydro,2020,0.0
Chile,Hydro,2021,0.0
Chile,Hydro,2022,0.0
Chile,Hydro,2023,0.0
Chile,Hydrogen & fuel cells,2014,0.0
Chile,Hydrogen & fuel cells,2015,0.0
Chile,Hydrogen & fuel cells,2016,0.0
Chile,Hydrogen & fuel cells,2017,0.0
Chile,Hydrogen & fuel cells,2018,5.067
Chile,Hydrogen & fuel cells,2019,2.707
Chile,Hydrogen & fuel cells,2020,0.862
Chile,Hydrogen & fuel cells,2021,1.73
Chile,Hydrogen & fuel cells,2022,0.375
Chile,Hydrogen & fuel cells,2023,6.287
Chile,Nuclear,2014,0.0
Chile,Nuclear,2015,0.0
Chile,Nuclear,2016,0.0
Chile,Nuclear,2017,0.0
Chile,Nuclear,2018,0.0
Chile,Nuclear,2019,0.0
Chile,Nuclear,2020,0.0
Chile,Nuclear,2021,0.0
Chile,Nuclear,2022,0.0
Chile,Ocean,2014,7.454
Chile,Ocean,2016,1.549
Chile,Ocean,2017,1.541
Chile,Ocean,2018,1.517
Chile,Ocean,2019,5.423
Chile,Ocean,2020,1.284
Chile,Ocean,2021,1.202
Chile,Ocean,2022,1.118
Chile,Ocean,2023,1.048
Chile,Solar,2014,7.475
Chile,Solar,2015,7.573
Chile,Solar,2016,8.932
Chile,Solar,2017,12.452
Chile,Solar,2018,9.679
Chile,Solar,2019,5.12
Chile,Solar,2020,4.732
Chile,Solar,2021,2.153
Chile,Solar,2022,4.537
Chile,Solar,2023,4.256
Chile,Wind,2016,0.0
Chile,Wind,2017,0.0
Chile,Wind,2018,0.0
Chile,Wind,2019,0.278
Chile,Wind,2020,0.0
Chile,Wind,2021,0.0
Chile,Wind,2022,0.0
Chile,Wind,2023,0.0
Czech Republic,Biofuels,2003,0.0
Czech Republic,Biofuels,2004,0.0
Czech Republic,Biofuels,2005,1.53
Czech Republic,Biofuels,2006,2.91
Czech Republic,Biofuels,2007,2.227
Czech Republic,Biofuels,2008,12.615
